tstidn,expidn,unique,expsit,agepar,gender,region,poccup,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crtre1,crtre2,crtre3,crtre4,crtre5,crtre6,crtre7,crtco1,crtco2,crtco3,crtco4,crtco5,crtco6,crtco7,critie1,critie2,critie3,critie4,critie5,critie6,critie7,crtin1,crtin2,crtin3,crtin4,crtin5,crtin6,crtin7,critnr1,critnr2,critnr3,critnr4,critnr5,critnr6,critnr7,crtrr1,crtrr2,crtrr3,crtrr4,crtrr5,crtrr6,crtrr7,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,religr,politr,pedlev,fedlev,tstamp,accept,expidt,crtfr1,crtfr2,crtfr3,crtfr4,crtfr5,crtfr6,crtfr7,religo,polito,disto1,disto2,disto3,distn1,distn2,distn3,distc1,distc2,distc3,distd1,distd2,distd3,distr1,distr2,distr3,distl1,distl2,distl3
373,374,1 UN,4 AN,19,2 MA,3,1 ST,1,1,2,2,3,2,2,2,4,3,3,4,4,3,2,2,1,2,3,2,3,1,1,1,3,2,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,3,4,3,3,4,4,1,1,2,2,5,5,1,5,4 NO,1 LW,4 EU,4 EU,14/11/2023 16:41:44,Si,00374,10 pesos,100 minutos,24 horas,segundo lugar,8,julio,27 mt,No me oriento por ninguna religion ,izquierda ,50.000,800 pesos aprox,20,50.000,800,20,441.211,"921,65",155,391.211,122,135,339,574,441,7,3,3
374,375,1 UN,4 AN,21,2 MA,4,1 ST,3,2,4,1,3,1,1,4,4,4,3,4,4,4,3,3,2,2,4,3,4,1,1,1,1,1,1,0,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0,2,1,3,5,3,1,3,3,3,3,2,4,4,5,5,5,5 AG,1 LW,4 EU,3 ET,14/11/2023 16:34:23,Si,00375,5,5,32,2,1,Emilio,27,No creo ni rechazo ninguna de las religiones existentes,Opto por un ideal mas comunitario sin llegar al socialismo o comunismo,45.000,950,52,45.000,950,52,441.211,"921,65",155,396.211,28,103,341,240,234,7,2,3
375,377,1 UN,4 AN,21,1 FE,2,1 ST,3,2,3,3,3,3,3,4,4,3,3,4,4,4,3,2,2,3,2,5,4,1,1,2,3,3,2,1,0,0,1,1,4 correcta no intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,2,2,3,1,4,4,4,2,2,4,4,4,5,5,5,5,4 NO,1 LW,4 EU,4 EU,14/11/2023 17:25:25,Si,00377,5 pesos,1 minuto,24 horas,primero,8,Julio,3,Ninguna.,"Izquierda no autoritativa, en la encuesta con cuadrantes de politica estoy en el verde, no se que tan valido sea eso. ",1.800.000,1000 aproximado,50,1.800.000,1.000,50,441.211,"921,65",155,1.358.789,78,105,419,456,243,9,2,3
376,378,1 UN,4 AN,23,1 FE,2,1 ST,2,1,1,1,2,1,1,2,4,2,4,3,2,3,4,4,4,4,4,4,4,2,1,3,2,3,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,2 incorrecta no responde,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,2 incorrecta no responde,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3,3,4,4,5,5,4,4,3,4,4,4,3,5,5 AG,1 LW,4 EU,4 EU,14/11/2023 17:10:01,Si,00378,10 pesos,1 hora 40 minutos,,segundo,8,Emilio,no lo sé,agnóstica,centro izquierda,no lo sé,900,no lo sé,NR,900,NR,441.211,"921,65",155,NR,22,NR,NR,180,NR,NR,2,NR
377,379,1 UN,4 AN,27,1 FE,2,1 ST,4,4,1,2,2,3,2,2,4,4,4,3,4,3,3,3,4,4,5,5,4,3,2,2,2,3,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,4,3,3,4,5,5,4,3,4,2,5,5,5,5,5,5,5 AG,1 LW,4 EU,6 PG,14/11/2023 17:04:38,Si,379,10,100 minutos,24 horas,segundo,8,Emilio,9,"Agnostica, creo que hay un ser superior mas no debe de ser el mismo para todods",Izquierda,100.000,860,12,100.000,860,12,441.211,"921,65",155,341.211,62,143,307,382,506,7,2,3
378,380,1 UN,4 AN,24,1 FE,2,3 PC,4,3,4,3,4,4,4,4,4,4,2,4,3,4,3,3,2,4,5,5,3,1,1,1,1,3,2,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,2 incorrecta no responde,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,2,3,1,2,4,3,5,3,1,4,4,3,5,4,4,5,3 OT,1 LW,4 EU,4 EU,14/11/2023 17:16:51,Si,00380,5,1 hora y 40 minutos,,primero,8,Emilio,3 metros cubicos,Creo en la madre tierra (como vida y muerte) ,"Soy contraria a la extrema derecha, xenofobia, homofobia, clasismo, machismo, etc.",3 millones,1000 pesos,63,3.000.000,1.000,63,441.211,"921,65",155,2.558.789,78,92,492,456,191,9,2,2
379,381,1 UN,4 AN,18,1 FE,2,1 ST,2,3,2,3,4,4,4,1,3,4,4,4,4,3,4,5,5,5,5,5,5,4,1,1,2,2,3,0,0,0,1,0,1 incorrecta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,0,-1,5,4,5,3,5,2,5,4,4,4,3,5,3,4,1,5,2 CR,1 LW,4 EU,3 ET,14/11/2023 17:32:16,Si,00381,210,100 min,34,en segundo,8,julio,3,cristiana ya que mi familia es creyente de esa religion.,no tengo y la verdad me representaria un poco salvador allende.,12.000,990,6,12.000,990,6,441.211,"921,65",155,429.211,68,149,347,406,563,7,2,3
380,382,1 UN,4 AN,21,2 MA,2,1 ST,3,2,3,3,2,3,3,3,4,3,4,4,3,4,3,3,3,3,5,3,3,3,1,1,2,2,2,0,0,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,4,3,3,2,1,1,3,3,2,4,4,3,4,5 AG,3 RW,4 EU,3 ET,14/11/2023 17:34:21,Si,00382,10,5 minutos,47 horas,segundo lugar,8,Julio,27 m^3,Agnóstico,trump,400.000,950,no sé,400.000,950,NR,441.211,"921,65",155,41.211,28,NR,89,240,NR,6,2,NR
381,383,1 UN,4 AN,22,2 MA,2,1 ST,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4,3,3,4,2,5,4,1,1,1,1,3,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,1,1,1,1,1,3,2,1,1,4,3,3,2,1,5,2 CR,1 LW,4 EU,2 EM,15/11/2023 9:48:45,Si,00383,10,100 minutos,84,2,7,Emilio,3.000,"Cristiano, pero de ninguna religión","De Centro Izquierda, referentes boric y gonzalo winter",300.000,900,85,300.000,900,85,441.211,"907,36",155,141.211,7,70,191,47,161,7,1,2
382,384,1 UN,4 AN,22,1 FE,2,1 ST,2,2,1,2,1,3,1,3,4,2,1,4,3,2,4,3,3,5,3,4,4,3,2,3,2,3,2,1,0,1,0,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,3,4,3,1,4,5,4,4,3,4,5,3,5,4,4,5,3 OT,1 LW,4 EU,3 ET,15/11/2023 9:57:31,Si,00384,10,5 horas,24 horas,primer lugar,7,julio,9,creyente no religiosa,centro izquierda,500.000,700,15,500.000,700,15,441.211,"907,36",155,58.789,207,140,145,633,486,6,3,3
383,385,1 UN,4 AN,22,1 FE,2,1 ST,1,2,1,3,1,2,1,3,4,3,2,4,4,4,4,3,2,5,3,5,4,1,1,1,1,1,1,1,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,3,2,3,1,5,1,3,3,4,3,5,4,5,5,1,5,5 AG,1 LW,4 EU,6 PG,15/11/2023 9:52:54,Si,00385,10,100 minutos,24hrs,segundo,8,emilio,9,no creo en nada pero tampoco lo rechazo,tendencia izquierda,mas de 200mil personas,mil pesos,no lo se,200.000,1.000,NR,441.211,"907,36",155,241.211,93,NR,262,520,NR,7,2,NR
384,386,1 UN,4 AN,21,1 FE,2,1 ST,2,2,2,3,3,2,2,3,2,2,3,4,3,2,3,4,3,4,4,3,4,3,2,3,2,3,3,0,0,1,0,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,3,2,2,3,4,3,4,2,4,4,4,3,4,3,4,5,6 AT,5 NO,4 EU,6 PG,15/11/2023 9:56:39,Si,00386,10 pesos,20 minutos,24 horas,segundo lugar,7,emilioi,27,ateo,ninguna,400.000,800,12,400.000,800,12,441.211,"907,36",155,41.211,107,143,89,544,506,6,3,3
385,387,1 UN,4 AN,23,1 FE,2,1 ST,3,2,4,3,4,4,4,4,4,3,4,4,3,4,3,2,1,3,2,5,5,4,1,1,1,1,5,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,1,4,1,1,3,1,4,1,1,1,3,1,5,5,1,5,6 AT,1 LW,4 EU,6 PG,15/11/2023 10:01:43,Si,00387,10,1 hora y media,24 horas,segundo,8 ovejas,emilio,3,Atea, política social comunista ,24.000,800 pesos,120,24.000,800,120,441.211,"907,36",155,417.211,107,35,344,544,78,7,3,2
386,388,1 UN,4 AN,24,2 MA,2,1 ST,2,1,1,4,3,3,3,4,4,2,3,3,3,2,3,3,2,4,3,5,3,2,1,2,1,3,2,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1,1,1,2,3,2,3,2,1,1,3,1,5,5,3,5,5 AG,1 LW,4 EU,4 EU,15/11/2023 10:26:55,Si,00388,10,5,24,segundo,8,julio,3,agnóstico,"desde el espectro, izquierda",700.000,1.000,40,700.000,1.000,40,441.211,"907,36",155,258.789,93,115,293,520,308,7,2,3
387,389,1 UN,4 AN,23,1 FE,2,1 ST,2,1,1,1,1,1,1,1,3,2,3,2,1,4,3,4,1,4,4,4,2,1,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,1,1,1,3,3,1,4,1,1,1,1,1,5,5,4,5,2 CR,1 LW,4 EU,4 EU,15/11/2023 10:27:20,Si,00389,10,1 minuto,47 horas,Segundo lugar,0 ovejas,Emilio,27,Cristiana," De izquierda, Comunista",500.000,800,"No se, pero son una manga de imbeciles",500.000,800,NR,441.211,"907,36",155,58.789,107,NR,145,544,NR,6,3,NR
388,390,1 UN,4 AN,23,2 MA,2,1 ST,1,3,1,3,3,2,3,4,4,4,2,4,4,4,2,1,1,5,1,2,5,1,1,1,3,1,1,0,0,0,0,1,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,-1,1,1,1,2,1,1,3,1,1,1,1,1,4,2,1,5,2 CR,1 LW,4 EU,3 ET,15/11/2023 10:23:06,Si,00390,100,100 minutos,24hrs,segundo,8,Emilio,18,Soy cristiano académico,tomo lo mejor de cada ideología política,90.000,870,32,90.000,870,32,441.211,"907,36",155,351.211,37,123,309,312,350,7,2,3
389,391,1 UN,4 AN,20,2 MA,2,1 ST,2,3,3,2,3,2,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,1,1,1,2,1,1,0,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,1,1,3,2,3,1,5,1,1,2,5,1,4,3,3,5,5 AG,3 RW,2 EM,6 PG,15/11/2023 10:32:02,Si,00391,5,5 minutos ,24,segundo porque tomas su posición ,0 ya que tenia 15 ovejas ,Emilio ,9 metros cúbicos ,agnóstico ,soy de centro derecha encuentro que ambas partes políticas tienen razón en cosas y que hay que tomar lo mejor de cada una para poder tener un equilibro como sociedad ,380000 personas ,entre 900 y 1000 pesos ,350,380.000,950,350,441.211,"907,36",155,61.211,43,195,160,325,577,6,2,3
390,392,1 UN,4 AN,21,2 MA,2,1 ST,1,1,2,3,2,4,4,4,4,2,1,4,4,4,1,3,2,3,4,5,5,1,1,1,3,1,1,0,0,0,1,0,1 incorrecta no intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,-1,2,5,2,5,5,3,5,2,4,5,5,2,5,5,2,5,1 CA,2 CE,4 EU,4 EU,15/11/2023 10:51:03,Si,00392,210 pesos ,55 minutos ,24 horas ,Segundo lugar,8,julio ,No veo la relevancia ,Católico pero no devoto a la religión   ,centro ,1.000.000,"866,5 pesos ",56,1.000.000,864,56,441.211,"907,36",155,558.789,44,99,371,330,218,7,2,2
391,393,1 UN,4 AN,20,1 FE,2,1 ST,2,4,3,2,3,4,4,3,4,4,4,4,4,4,3,3,5,2,5,5,1,1,5,1,1,3,5,0,0,0,0,1,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,-1,4,5,2,2,4,5,5,3,4,4,4,4,3,2,4,5,4 NO,1 LW,4 EU,4 EU,15/11/2023 10:52:45,Si,00393,100,1 hora y 40 minutos ,24 horas,Segunda (o),7,Emilio ,6,"No tengo una orientación religiosa, pero tampoco niego la existencia de un ""ser"" superior.",Centro Liberal ,6000 habitantes ,980 pesos,10,6.000,980,10,441.211,"907,36",155,435.211,73,145,351,423,537,7,2,3
392,394,1 UN,4 AN,18,1 FE,2,1 ST,2,2,2,3,2,3,2,2,4,3,2,3,3,3,3,4,3,4,3,5,4,3,4,3,2,3,2,0,0,0,1,0,3 incorrecta intuitiva,2 incorrecta no responde,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,4,4,3,4,3,4,4,3,3,3,5,4,4,3,,3,8 NR,8 NR,2 EM,4 EU,15/11/2023 10:48:44,Si,00394,10,,24 horas,5,7,Julio ,,,,,,,NR,NR,NR,441.211,"907,36",155,NR,NR,NR,NR,NR,NR,NR,NR,NR
393,395,1 UN,4 AN,22,1 FE,2,1 ST,2,3,2,2,2,3,3,3,4,4,4,3,3,3,3,3,2,3,4,3,2,2,1,1,1,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,3,5,3,3,4,5,3,3,3,3,4,4,5,3,3,5,3 OT,1 LW,4 EU,4 EU,15/11/2023 10:59:12,Si,00395,10,1 minuto ,24 horas,segundo lugar,8,emilio,27,"Panteísmo, mas que una religión es un movimiento filosófico religioso",no tengo un partido determinado pero me siento identificada con propuestas Gabriel Boric ,5.000,1.000,50,5.000,1.000,50,441.211,"907,36",155,436.211,93,105,352,520,243,7,2,3
394,396,1 UN,4 AN,20,1 FE,2,1 ST,1,2,1,2,3,2,3,3,4,2,2,4,3,3,3,3,3,4,3,4,3,2,1,2,1,3,3,0,1,0,0,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,3,3,3,3,5,5,5,3,3,4,4,4,4,4,3,5,3 OT,3 RW,4 EU,3 ET,15/11/2023 11:05:54,Si,00396,10,1 minuto,24 horas,Primer lugar,7 ojevas,julio,30,Creo en un ser superior pero no en la iglesia,Derecha ,,830,51,NR,830,51,441.211,"907,36",155,NR,77,104,NR,454,241,NR,2,3
395,397,1 UN,4 AN,19,2 MA,2,1 ST,2,4,2,4,4,3,2,3,4,4,3,4,4,4,2,2,2,2,5,2,4,4,1,2,2,4,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,2,1,5,4,2,2,1,1,1,3,3,4,4,4,5,5 AG,3 RW,4 EU,5 PT,15/11/2023 11:03:15,Si,00397,10 pesos,100 minutos,24 horas,Primero,7,Emilio,9,Agnóstico,"Me considero una persona de centro - derecha, me representa muy bien el Partido Político Evópoli, o bien, Ignacio Briones.",300.000,Aprox. 900 pesos chilenos,128,300.000,900,128,441.211,"907,36",155,141.211,7,27,191,47,70,7,1,2
396,398,1 UN,4 AN,21,2 MA,2,1 ST,2,2,2,3,4,3,3,4,4,4,1,4,3,4,3,4,3,5,5,5,5,2,1,1,1,2,3,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,4,4,3,2,3,3,3,5,5,5,5,5,4,5,2 CR,5 NO,4 EU,6 PG,15/11/2023 11:24:11,Si,00398,10,100 minutos,24 horas,segundo lugar,8 ovejas,Emilio,27 metros cubicos,Soy cristiano y parte de la Iglesia SUD,"No tengo una orientacion politica, ya que no estoy de acuerdo con ninguna de las posturas presentes.",200.000,826,12,200.000,826,12,441.211,"907,36",155,241.211,81,143,262,497,506,7,2,3
397,399,1 UN,4 AN,21,1 FE,2,1 ST,2,1,1,1,3,3,1,4,4,3,4,4,4,4,2,4,3,4,3,3,4,2,1,2,2,3,2,0,0,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,3,2,2,1,4,2,3,4,3,4,2,4,4,2,1,5,3 OT,1 LW,4 EU,3 ET,15/11/2023 11:27:51,Si,00399,10 pesos,5 minutos,24,Segundo,8,Emilio,9,No tengo una religión como tal pero si creo en Dios,Centro - izquierda,10.000.000,730 pesos aproximadamente,No manejo información,10.000.000,730,NR,441.211,"907,36",155,9.558.789,177,NR,597,634,NR,9,3,NR
398,400,1 UN,4 AN,20,2 MA,2,1 ST,1,1,3,3,4,4,1,2,4,2,3,2,4,3,3,3,3,2,3,4,4,3,1,1,1,2,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,3,2,3,3,1,1,1,1,1,4,3,1,5,6 AT,3 RW,2 EM,4 EU,15/11/2023 11:28:39,Si,00400,10,100 minutos o 1 hora y 40 minutos,47 horas,segundo lugar,8 ovejas,emilio,3 metros cubicos,ateísmo,derecha liberal,500.000,916 pesos,148 diputados,500.000,916,148,441.211,"907,36",155,58.789,9,7,145,57,50,6,1,1
399,401,1 UN,4 AN,19,2 MA,2,1 ST,2,1,1,3,3,2,2,1,4,4,2,4,3,3,3,2,1,3,4,3,1,2,1,2,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,1,3,2,4,2,3,1,1,5,2,2,2,2,3,5,2 CR,2 CE,4 EU,6 PG,15/11/2023 11:26:05,Si,00401,10,5 minutos,47 horas,en el segundo lugar.,7 ovejas.,Emilio.,27 metros cúbicos.,Cristiano,Independiente.,al rededor de 350.000,aproximadamente 1.000 pesos,150 diputados.,350.000,1.000,150,441.211,"907,36",155,91.211,93,5,163,520,35,6,2,1
400,402,1 UN,4 AN,20,2 MA,2,1 ST,2,3,2,3,3,2,3,4,4,2,4,4,4,4,3,3,4,4,5,3,4,2,1,2,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,3,1,1,3,5,3,4,4,1,1,4,4,4,2,3,4,1 CA,3 RW,4 EU,4 EU,15/11/2023 11:50:01,Si,00402,10 pesos,5 minutos,24 horas,segundo lugar,8,Emilio,3 metros cubicos,Catolico,Liberal,2.000.000.000,862 pesos,35,2.000.000.000,862,35,441.211,"907,36",155,1.999.558.789,45,120,616,331,339,13,2,3
401,403,1 UN,4 AN,20,2 MA,2,1 ST,1,2,1,,,3,2,3,4,4,3,4,3,2,3,3,3,4,3,4,2,1,1,1,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,2 incorrecta no responde,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,3,1,1,3,3,5,4,1,1,2,3,2,4,1,3,4,2 CR,3 RW,4 EU,3 ET,15/11/2023 11:41:22,Si,00403,10,500,un dia ,segundo ,7,julio ,no se XD ,cristiano evangelico,liberalismo clásico ,2 millones de chilenos ,"depende de la inflación, empero a día de hoy son al rededor de novecientos pesos",155,2.000.000,900,155,441.211,"907,36",155,1.558.789,7,0,455,47,1,9,1,1
402,404,1 UN,4 AN,20,1 FE,2,1 ST,1,2,2,3,2,3,2,3,4,3,3,3,3,4,3,3,2,3,2,3,3,1,1,1,2,3,1,0,0,0,1,0,1 incorrecta no intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,-1,3,1,4,2,2,2,3,1,3,2,3,3,5,3,4,5,5 AG,1 LW,4 EU,4 EU,15/11/2023 11:48:50,Si,00404,11,20 minutos,24 horas,en segundo lugar,8,Emilio,12,Agnóstica,Izquierda,"800.000, realmente no sé",903,23,800.000,903,23,441.211,"907,36",155,358.789,4,132,312,30,430,7,1,3
