tstidn,expidn,unique,expsit,agepar,gender,region,poccup,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crtre1,crtre2,crtre3,crtre4,crtre5,crtre6,crtre7,crtco1,crtco2,crtco3,crtco4,crtco5,crtco6,crtco7,critie1,critie2,critie3,critie4,critie5,critie6,critie7,crtin1,crtin2,crtin3,crtin4,crtin5,crtin6,crtin7,critnr1,critnr2,critnr3,critnr4,critnr5,critnr6,critnr7,crtrr1,crtrr2,crtrr3,crtrr4,crtrr5,crtrr6,crtrr7,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,religr,politr,pedlev,fedlev,tstamp,accept,expidt,crtfr1,crtfr2,crtfr3,crtfr4,crtfr5,crtfr6,crtfr7,religo,polito,disto1,disto2,disto3,distn1,distn2,distn3,distc1,distc2,distc3,distd1,distd2,distd3,distr1,distr2,distr3,distl1,distl2,distl3
539,541,1 UN,5 TA,21,1 FE,7,1 ST,2,3,1,1,2,1,3,3,4,2,4,4,4,3,4,3,2,5,3,4,4,1,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,2,4,4,3,2,1,5,1,5,3,5,5,5,3 OT,3 RW,4 EU,3 ET,12/12/2023 11:44:06,Si,00541,10,100 minutos,24horas,en segundo lugar,8,Emilio,27 metros cubicos,Creo solo en Dios,Kast,2 millones aprox,entre 800-900 pesos,110,2.000.000,850,110,241.064,"880,00",155,1.758.936,30,45,477,260,109,9,2,2
540,542,1 UN,5 TA,21,2 MA,7,1 ST,2,1,1,1,1,1,1,1,3,2,3,3,3,2,5,5,3,5,3,5,5,2,2,4,4,3,2,0,0,0,1,1,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,2,1,2,3,4,2,3,3,4,2,2,1,3,3,3,4,3 OT,5 NO,4 EU,4 EU,12/12/2023 12:02:20,Si,00542,10,500,24,segundo,todas,emilio,27,No creo en ninguna religión pero si creo en que existió/existe alevosía en la creación de las leyes físicas por un ser/seres fuera de nuestro entendimiento (Dios),"Ninguna orientación política ni representantes cuerdos, odio la política con ganas ",700.000,800,60,700.000,800,60,241.064,"880,00",155,458.936,80,95,363,464,195,7,2,2
541,543,1 UN,5 TA,22,2 MA,7,1 ST,1,2,1,1,2,2,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,0,0,0,0,1,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4,2,1,2,4,2,3,1,2,1,2,1,4,4,3,4,5 AG,5 NO,4 EU,2 EM,12/12/2023 12:08:25,Si,00543,5,100 minutos ,24 horas,En el segundo lugar,8,Emilio,27 metros cúbicos,Agnóstico,Ninguna ,500.000,800 clp,155,500.000,800,155,241.064,"880,00",155,258.936,80,0,297,464,1,7,2,1
542,544,1 UN,5 TA,21,1 FE,7,1 ST,4,1,1,2,3,3,2,4,4,3,4,4,4,4,3,2,4,5,3,5,5,3,1,1,3,3,1,0,0,0,0,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,3,1,3,4,4,5,3,4,2,5,1,2,4,1,3,5,2 CR,2 CE,4 EU,4 EU,12/12/2023 12:13:15,Si,00544,10,500 minutos,24,segundo,8,Emilio,3,Cristiana evangelica pentecostal,"neutra, no tengo a nadie que represente lo que pienso de politica",300.000 trescientas mil personas en Talca,900 pesos aprox,20,300.000,900,20,241.064,"880,00",155,58.936,20,135,151,160,441,6,2,3
543,545,1 UN,5 TA,21,2 MA,7,1 ST,2,1,1,2,4,1,1,2,3,2,2,4,2,4,4,2,1,5,2,3,3,1,1,2,2,2,2,0,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,3,2,2,3,3,3,3,2,1,2,3,1,4,2,3,5,5 AG,2 CE,4 EU,4 EU,12/12/2023 12:11:31,Si,00545,5 pesos,5 minutos,47,segundo,una,Emilio,0,agnóstico,imparcial,3.000.000,800 pesos,70,3.000.000,800,70,241.064,"880,00",155,2.758.936,80,85,501,464,176,9,2,2
544,546,1 UN,5 TA,22,1 FE,7,1 ST,3,2,1,2,3,3,1,1,4,4,2,4,4,4,3,4,2,3,3,3,5,1,1,1,3,3,1,0,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,5,3,3,4,4,4,4,4,4,4,5,4,3,5,5,4 NO,1 LW,4 EU,2 EM,12/12/2023 12:40:02,Si,00546,5 pesos,5 minutos,24 horas,segundo lugar,8 ovejas,Emilio,27 m3,Ninguna,Centro Izquierda,200.000,900 pesos,20,200.000,900,20,241.064,"880,00",155,41.064,20,135,79,160,441,6,2,3
545,547,1 UN,5 TA,21,2 MA,7,1 ST,2,2,3,3,3,2,2,3,3,3,3,4,4,3,4,4,3,3,4,5,4,3,1,1,1,1,2,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,4,3,2,4,4,4,2,2,4,2,2,3,2,2,5,2 CR,1 LW,4 EU,3 ET,12/12/2023 12:44:14,Si,00547,10,5 minutos,24 horas,segundo lugar,8 ovejas,Emilio,27 metros cúbicos,"Evangélica, creyente de Dios",Centro izquierda,50.000,870,58,50.000,870,58,241.064,"880,00",155,191.064,10,97,219,74,215,7,2,2
546,548,1 UN,5 TA,22,1 FE,7,1 ST,3,2,1,2,3,2,1,3,2,2,3,2,1,4,3,3,2,3,3,3,3,2,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,3,1,4,3,4,4,4,5,5,5,4,2,5,5,4 NO,5 NO,4 EU,3 ET,12/12/2023 12:40:39,Si,00548,10 pesos,100 minutos,24 horas,segundo lugar,8 ovejas,Emilio,27m de profundidad,"no creo en ninguna religión, sino que más bien se trata de energía que que se desplaza a diferentes ambitos de nuestra vida y define lo que sucede",No me considero de ningún partido político,500.000,893 pesos chilenos,20,500.000,893,20,241.064,"880,00",155,258.936,13,135,297,109,441,7,2,3
547,549,1 UN,5 TA,21,1 FE,7,1 ST,3,1,1,2,3,4,4,2,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,2,2,2,0,0,0,0,0,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,2,4,2,2,4,4,4,3,4,2,4,4,5,4,4,5,5 AG,2 CE,4 EU,2 EM,12/12/2023 12:44:49,Si,00549,10 pesos,100 minutos,12 horas ,segundo ,8,Emilio,27 metros cúbicos,Agnóstico ,Centro ,300000 personas,850 pesos,25,300.000,850,25,241.064,"880,00",155,58.936,30,130,151,260,409,6,2,3
548,550,1 UN,5 TA,21,1 FE,7,1 ST,1,4,1,3,3,3,1,2,4,4,4,4,2,1,3,3,2,3,4,4,3,1,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,1,1,1,4,3,2,2,2,1,1,1,1,2,1,2,5,2 CR,2 CE,4 EU,3 ET,12/12/2023 12:44:42,Si,00550,10,100 minutos,12,segundo,8,Emilio,27,cristiana,centro,17.000.000,960,90,17.000.000,960,90,241.064,"880,00",155,16.758.936,80,65,604,464,157,10,2,2
549,551,1 UN,5 TA,22,1 FE,7,1 ST,1,2,1,3,2,1,4,2,4,3,3,4,4,4,3,3,3,5,5,5,5,1,1,1,1,1,1,0,0,0,0,1,2 incorrecta no responde,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,2,2,4,5,3,4,4,3,4,4,5,5,2,5,1 CA,1 LW,4 EU,4 EU,12/12/2023 12:46:05,Si,00551,,100 min,24hr,segundo lugar,8,julio,27,catolica,socialista,1.000,800,20,1.000,800,20,241.064,"880,00",155,240.064,80,135,259,464,441,7,2,3
550,553,1 UN,6 SA,19,1 FE,13,1 ST,4,1,1,2,4,3,1,3,4,2,4,4,4,4,3,2,2,3,3,3,4,1,1,1,3,2,1,0,0,0,0,0,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,1,1,3,4,4,1,4,1,3,4,4,4,4,3,3,5,3 OT,1 LW,4 EU,4 EU,11/12/2023 11:45:05,Si,00553,5,500 minutos,47 horas,segundo lugar,8,Julio,27,"Creo que existe un Dios, pero no me identifico con ninguna religión en particular.  ","Me describo como alguien de centro izquierda, sin embargo no me siento representada por ningún partido político en particular. Si tuviera que nombrar a alguien en la que empatizo políticamente sería nuestro presidente Gabriel Boric. ",10.000,880,50,10.000,880,50,8.367.790,"868,01",155,8.357.790,12,105,590,103,243,9,2,3
551,554,1 UN,6 SA,20,2 MA,13,1 ST,2,2,3,1,3,1,1,3,4,4,2,4,2,2,3,3,2,5,4,5,5,2,1,2,3,3,2,0,0,0,1,1,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,-1,2,2,1,1,4,2,4,3,1,2,3,2,3,4,4,5,5 AG,1 LW,2 EM,6 PG,11/12/2023 11:35:51,Si,00554,5,100,47,segundo,8,Emilio,3,Agnóstico,Socialista,10.000.000,986,64,10.000.000,986,64,8.367.790,"868,01",155,1.632.210,118,91,460,565,186,9,3,2
552,555,1 UN,6 SA,27,1 FE,13,1 ST,3,1,1,2,3,3,1,2,4,4,4,2,3,3,3,2,1,3,3,3,3,1,1,1,1,3,1,0,0,0,0,0,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,4,1,1,3,1,3,1,1,1,3,1,5,5,1,5,4 NO,1 LW,4 EU,3 ET,11/12/2023 11:41:18,Si,00555,10,100,32,1,7,emilio,27,no adhiero a ninguna religión,centro izquierda,9.000.000,870,40,9.000.000,870,40,8.367.790,"868,01",155,632.210,2,115,379,14,308,7,1,3
553,556,1 UN,6 SA,23,1 FE,13,1 ST,2,1,1,2,4,1,1,2,4,3,2,4,2,4,4,4,2,4,2,4,3,1,1,1,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,3,1,1,3,2,4,4,4,2,4,4,5,5,1,5,3 OT,5 NO,4 EU,1 EB,11/12/2023 11:42:22,Si,00556,10,100,24 hrs,segundo lugar,7,Emilio,27,"No creo en un dios ''humano'' similar a nosotrxs, sino que creo en la naturaleza, más cercano a lo que seria la creencia mapuche, creo que la tierra nos rige bastante según lo que podemos hacer","No creo en ningún partido político actual, tampoco me identifico con alguna persona, creo más bien en la cooperativa social del barrio",8.000,850,24,8.000,850,24,8.367.790,"868,01",155,8.359.790,18,131,591,138,414,9,2,3
554,557,1 UN,6 SA,19,1 FE,13,1 ST,3,2,2,1,3,3,2,3,4,4,2,3,3,4,5,4,4,5,4,5,5,3,2,3,3,3,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,3,4,4,3,3,4,3,4,4,3,5,5,5,5,5 AG,1 LW,4 EU,4 EU,11/12/2023 12:00:00,Si,00557,10,100min,24horas,en segundo lugar,8,emilio,27m,me considero agnóstica ,"no me representa ningún partido político actual pero si tengo ideologías socialistas, comunistas y marxistas",5.000.000,800clp,56,5.000.000,800,56,8.367.790,"868,01",155,3.367.790,68,99,504,397,218,9,2,2
555,558,1 UN,6 SA,23,2 MA,13,1 ST,2,2,4,4,2,1,3,3,4,1,2,4,3,4,3,2,1,5,5,5,5,3,1,1,1,4,1,0,1,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,5,3,5,3,3,3,1,3,5,5,1,1,5,5,1,5,8 NR,1 LW,4 EU,6 PG,11/12/2023 12:00:28,Si,00558,Sin descuento: $10,100 collares en 5 minutos,24  si el queso es regularrrrrrrrrrrr,Segundo lugar,"Si la oveja no se llamaba 8, 7. De ser así, no quedaron más de 7 vivas",Emilio se llamaba cómo le dicen eh,Tres metros cúbicos,"Los medios de comunicación y mis amgios seguramente no estarán de acuerdo, pero mi postura es...",Izquierda fundamentalista: Neil Gaiman,"Aprox 1 millón, en la ciudad de Santiago Centro son 580 mil",$898,28,1.000.000,898,28,8.367.790,"868,01",155,7.367.790,30,127,563,259,391,9,2,3
556,559,1 UN,6 SA,27,1 FE,13,1 ST,1,1,1,2,3,2,3,2,4,2,4,4,4,4,3,3,2,4,3,3,3,1,1,3,1,3,2,0,0,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,-1,5,1,1,1,5,1,2,1,1,1,2,2,5,5,5,5,5 AG,1 LW,4 EU,5 PT,11/12/2023 11:55:19,Si,00559,10,5,1 hora,segundo,7,Julio,1,Agnòstica,Michelle Obama,8 millones,800 pesos,15 (soy extranjera) ,8.000.000,800,15,8.367.790,"868,01",155,367.790,68,140,316,397,486,7,2,3
557,560,1 UN,6 SA,20,2 MA,13,1 ST,2,1,1,2,2,2,1,2,3,1,4,4,4,2,1,2,1,4,2,2,4,1,2,1,3,3,1,0,0,0,1,1,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,3,3,4,1,3,1,1,1,3,3,5,5,4,5,3 OT,3 RW,4 EU,6 PG,11/12/2023 12:09:43,Si,00560,10 pesos,100 minutos,24 horas,segundo lugar,8,Emilio,27,"me hace sentido que exista un creador, pero no practico ninguna religión.",soy una persona de centro-derecha,9 millones de personas,876,50,9.000.000,876,50,8.367.790,"868,01",155,632.210,8,105,379,53,243,7,1,3
558,561,1 UN,6 SA,18,1 FE,13,1 ST,2,1,1,1,1,2,2,2,4,2,4,4,3,4,3,3,3,4,4,5,5,2,1,1,3,2,2,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,2,4,3,2,4,3,2,3,3,4,4,5,4,4,3,5,4 NO,1 LW,4 EU,4 EU,11/12/2023 12:21:38,Si,00561,10 pesos,20 minutos,24 horas,segundo lugar,8 vivas,Julio,9,laica,izquierda,8.000.000 aproximado,860 pesos,40,8.000.000,860,40,8.367.790,"868,01",155,367.790,8,115,316,54,308,7,1,3
559,562,1 UN,6 SA,23,2 MA,13,1 ST,3,2,1,1,3,3,2,2,4,3,3,4,3,4,3,3,3,4,3,4,4,2,2,3,1,2,3,1,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,2,3,3,1,3,1,1,1,3,1,4,4,3,5,1 CA,5 NO,4 EU,4 EU,11/12/2023 12:51:44,Si,00562,5,100,24,segundo lugar,8,Emilio,0,Católico,No tengo,5-6 millones,760,53,5.500.000,760,53,8.367.790,"868,01",155,2.867.790,108,102,503,550,233,9,3,3
560,563,1 UN,6 SA,56,1 FE,13,5 HD,2,1,1,2,2,2,1,1,4,2,4,4,3,4,5,4,5,5,5,5,5,3,3,3,2,3,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,3,4,4,3,5,4,5,2,2,3,4,1,5,5,1,5,4 NO,1 LW,2 EM,2 EM,11/12/2023 12:58:25,Si,00563,10 pesos,100 minutos,24 horas,en primer lugar8,8  ovejas,emilio,3 metros cúbicos,ninguna,izquierda,como 3 millones de personas,800 aprox.,no lo sé,3.000.000,800,NR,8.367.790,"868,01",155,5.367.790,68,NR,534,397,NR,9,2,NR
561,564,1 UN,6 SA,18,2 MA,13,1 ST,2,3,2,3,3,3,3,3,3,3,2,3,3,4,3,2,2,3,4,3,3,2,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,2,3,2,3,5,4,3,2,2,2,5,5,2,5,6 AT,1 LW,2 EM,6 PG,11/12/2023 12:49:58,Si,00564,10 pesos,100 min,24 hrs,segundo lugar,8 ovejas,emilio,27 m cúbicos,"ninguna, soy ateo","no me represento con ninguna de la actualidad, pero si tuviese que mencionar una, sería el anarquismo",7 millones,,27,7.000.000,NR,27,8.367.790,"868,01",155,1.367.790,NR,128,420,NR,397,9,NR,3
562,565,1 UN,6 SA,24,3 NB,13,1 ST,2,3,1,3,4,4,1,2,4,3,2,4,3,4,4,4,5,4,4,5,5,4,3,4,3,4,4,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,4,4,3,4,5,5,5,3,4,4,5,4,4,3,2,5,5 AG,3 RW,4 EU,4 EU,11/12/2023 12:51:18,Si,00565,10,5 minutos,24 horas,primero,7,emilio,3,agnostica,libertaria,6 millones,580,70,6.000.000,580,70,8.367.790,"868,01",155,2.367.790,288,85,487,639,176,9,3,2
563,566,1 UN,6 SA,20,1 FE,13,1 ST,1,1,1,1,3,1,2,3,4,4,4,4,4,4,3,2,1,3,4,4,2,1,1,1,1,2,1,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,3,2,3,2,4,4,4,2,4,4,4,4,5,5,3,5,3 OT,1 LW,4 EU,6 PG,11/12/2023 12:53:51,Si,00566,5 pesos,1 hora y 40 minutos,12 horas,segundo lugar,8 ovejas,Emilio,27 metros cubicos,"No creo en un dios en especifico, pero creo en las energias y todo eso.",Tengo una postura de centro izquierda.,4 millones,como 900 pesos,30,4.000.000,900,30,8.367.790,"868,01",155,4.367.790,32,125,524,289,362,9,2,3
564,567,1 UN,6 SA,20,1 FE,13,1 ST,2,3,1,4,3,1,1,3,4,4,4,4,4,4,3,2,3,4,5,4,3,3,1,2,3,2,2,1,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,5,3,4,4,5,3,2,5,5,5,4,5,5,1,5,3 OT,5 NO,4 EU,6 PG,11/12/2023 13:06:41,Si,00567,5 pesos,5 minutos,47 horas,segundo lugar,7,Emillio,27 metros cubicos,"no recuerdo el nombre exacto, pero realmente no me siento en la condición de afirmar o rechazar la existencia de algo. Creo más en la astrología y en el poder del universo.","No confío en la política, usualmente apoyo el partido que actualmente pueda mejorar la condición del país, sin que eso defina completamente mi ideal de un buen liderazgo.",cinco millones,900 pesos,72,5.000.000,900,72,8.367.790,"868,01",155,3.367.790,32,83,504,289,172,9,2,2
565,568,1 UN,6 SA,27,2 MA,13,1 ST,3,2,2,2,1,2,1,2,4,4,4,4,4,3,3,4,2,3,2,3,2,2,1,,3,2,4,0,0,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,2,2,3,1,1,1,4,2,4,5,3,4,1 CA,3 RW,4 EU,3 ET,11/12/2023 13:30:26,Si,00568,10,5 minutos,47 horas,segundo,8,Emilio,0,Catolico,Liberal Clásico,7.000.000,890,156,7.000.000,890,156,8.367.790,"868,01",155,1.367.790,22,1,420,185,29,9,2,1
566,569,1 UN,6 SA,18,2 MA,13,1 ST,2,1,1,1,1,2,1,2,3,4,4,4,4,3,3,2,1,3,3,3,2,2,1,1,3,2,1,0,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,1,3,3,3,5,5,2,4,3 OT,3 RW,4 EU,3 ET,11/12/2023 13:35:25,Si,00569,5 pesos.,5 minutos.,47 horas.,En segundo lugar.,"A menos que ""8"" sea un nombre, yo digo que quedaron 8 ovejas vivas.",Emilio.,"Si es un hoyo, entonces no hay tierra. Por lo tanto hay 0 metros cúbicos de tierra y 27 metros cúbicos de aire.","Creo que católico, pero jamás me ha interesado la religión (más que para rezarle a cualquier dios cuando entregan las notas), por lo que diría agnóstico.",Centro - Derecha con tintes libertarios., 6.500.000 personas.,Depende del día. Entre 880 y 920 pesos.,155 diputados.,6.500.000,900,155,8.367.790,"868,01",155,1.867.790,32,0,482,289,1,9,2,1
567,570,1 UN,6 SA,26,2 MA,13,1 ST,1,1,1,2,3,1,2,2,4,3,2,4,4,4,1,1,1,2,3,2,1,1,1,1,1,1,1,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,5,5,2,5,6 AT,2 CE,4 EU,6 PG,12/12/2023 10:33:31,Si,00570,5,100,2 elevado a 12,segundo lugar,8,Emilio,27,Ateo,centro,7.000.000,875,120,7.000.000,875,120,8.367.790,"880,00",155,1.367.790,5,35,420,35,78,9,1,2
